season,date,start,home,away,stadium,home_score,away_score,note
2024,2024-04-11,18:30,KIA,LG,광주,8,4,-
2024,2024-04-11,18:30,SSG,키움,문학,2,5,-
2024,2024-04-11,18:30,롯데,삼성,사직,0,4,-
2024,2024-04-11,18:30,두산,한화,잠실,0,3,-
2024,2024-04-11,18:30,NC,KT,창원,8,7,-
2024,2024-04-12,18:30,키움,롯데,고척,9,4,-
2024,2024-04-12,18:30,삼성,NC,대구,3,8,-
2024,2024-04-12,18:30,KT,SSG,수원,8,3,-
2024,2024-04-12,18:30,두산,LG,잠실,1,2,-
2024,2024-04-12,18:30,한화,KIA,한밭,4,8,-
2024,2024-04-13,17:00,키움,롯데,고척,8,1,-
2024,2024-04-13,17:00,삼성,NC,대구,3,4,-
2024,2024-04-13,17:00,KT,SSG,수원,8,11,-
2024,2024-04-13,17:00,두산,LG,잠실,5,2,-
2024,2024-04-13,14:00,한화,KIA,한밭,9,11,-
2024,2024-04-14,14:00,키움,롯데,고척,7,5,-
2024,2024-04-14,14:00,삼성,NC,대구,12,5,-
2024,2024-04-14,14:00,KT,SSG,수원,1,8,-
2024,2024-04-14,14:00,두산,LG,잠실,9,5,-
2024,2024-04-14,14:00,한화,KIA,한밭,2,5,-
2024,2024-04-16,18:30,키움,KT,고척,6,3,-
2024,2024-04-16,18:30,삼성,두산,대구,7,5,-
2024,2024-04-16,18:30,SSG,KIA,문학,6,4,-
2024,2024-04-16,18:30,LG,롯데,잠실,7,2,-
2024,2024-04-16,18:30,NC,한화,창원,4,7,-
2024,2024-04-17,18:30,키움,KT,고척,4,6,-
2024,2024-04-17,18:30,삼성,두산,대구,9,2,-
2024,2024-04-17,18:30,SSG,KIA,문학,3,11,-
2024,2024-04-17,18:30,LG,롯데,잠실,6,5,-
2024,2024-04-17,18:30,NC,한화,창원,4,3,-
2024,2024-04-18,18:30,키움,KT,고척,0,3,-
2024,2024-04-18,18:30,삼성,두산,대구,5,2,-
2024,2024-04-18,18:30,SSG,KIA,문학,7,5,-
2024,2024-04-18,18:30,LG,롯데,잠실,2,9,-
2024,2024-04-18,18:30,NC,한화,창원,,,미세먼지취소
2024,2024-04-19,18:30,KIA,NC,광주,4,3,-
2024,2024-04-19,18:30,SSG,LG,문학,1,4,-
2024,2024-04-19,18:30,롯데,KT,사직,4,3,-
2024,2024-04-19,18:30,두산,키움,잠실,19,8,-
2024,2024-04-19,18:30,한화,삼성,한밭,6,1,-
2024,2024-04-20,17:00,KIA,NC,광주,9,2,-
2024,2024-04-20,17:00,SSG,LG,문학,,,우천취소
2024,2024-04-20,17:00,롯데,KT,사직,,,우천취소
2024,2024-04-20,17:00,두산,키움,잠실,,,우천취소
2024,2024-04-20,17:00,한화,삼성,한밭,0,1,-
2024,2024-04-21,14:00,KIA,NC,광주,4,15,-
2024,2024-04-21,14:00,SSG,LG,문학,8,10,-
2024,2024-04-21,17:00,SSG,LG,문학,5,5,-
2024,2024-04-21,14:00,롯데,KT,사직,9,9,-
2024,2024-04-21,17:00,롯데,KT,사직,7,5,-
2024,2024-04-21,14:00,두산,키움,잠실,4,8,-
2024,2024-04-21,17:00,두산,키움,잠실,2,1,-
2024,2024-04-21,14:00,한화,삼성,한밭,3,5,-
2024,2024-04-23,18:30,키움,KIA,고척,2,5,-
2024,2024-04-23,18:30,삼성,LG,대구,7,3,-
2024,2024-04-23,18:30,롯데,SSG,사직,,,우천취소
2024,2024-04-23,18:30,KT,한화,수원,9,6,-
2024,2024-04-23,18:30,두산,NC,잠실,4,3,-
2024,2024-04-24,18:30,키움,KIA,고척,4,6,-
2024,2024-04-24,18:30,삼성,LG,대구,6,0,-
2024,2024-04-24,18:30,롯데,SSG,사직,7,12,-
2024,2024-04-24,18:30,KT,한화,수원,7,1,-
2024,2024-04-24,18:30,두산,NC,잠실,1,3,-
2024,2024-04-25,18:30,키움,KIA,고척,2,13,-
2024,2024-04-25,18:30,삼성,LG,대구,2,8,-
2024,2024-04-25,18:30,롯데,SSG,사직,6,3,-
2024,2024-04-25,18:30,KT,한화,수원,9,0,-
2024,2024-04-25,18:30,두산,NC,잠실,7,3,-
2024,2024-04-26,18:30,키움,삼성,고척,0,3,-
2024,2024-04-26,18:30,SSG,KT,문학,5,2,-
2024,2024-04-26,18:30,LG,KIA,잠실,7,6,-
2024,2024-04-26,18:30,NC,롯데,창원,4,0,-
2024,2024-04-26,18:30,한화,두산,한밭,5,10,-
2024,2024-04-27,17:00,키움,삼성,고척,0,11,-
2024,2024-04-27,17:00,SSG,KT,문학,2,5,-
2024,2024-04-27,14:00,LG,KIA,잠실,6,3,-
2024,2024-04-27,17:00,NC,롯데,창원,2,0,-
2024,2024-04-27,17:00,한화,두산,한밭,10,5,-
2024,2024-04-28,14:00,키움,삼성,고척,6,11,-
2024,2024-04-28,14:00,SSG,KT,문학,11,6,-
2024,2024-04-28,14:00,LG,KIA,잠실,7,10,-
2024,2024-04-28,14:00,NC,롯데,창원,5,3,-
2024,2024-04-28,14:00,한화,두산,한밭,8,17,-
2024,2024-04-30,18:30,KIA,KT,광주,4,11,-
2024,2024-04-30,18:30,롯데,키움,사직,7,9,-
2024,2024-04-30,18:30,두산,삼성,잠실,4,0,-
2024,2024-04-30,18:30,NC,LG,창원,8,0,-
2024,2024-04-30,18:30,한화,SSG,한밭,8,2,-
2024,2024-05-01,18:30,KIA,KT,광주,9,1,-
2024,2024-05-01,18:30,롯데,키움,사직,3,6,-
2024,2024-05-01,18:30,두산,삼성,잠실,2,9,-
2024,2024-05-01,18:30,NC,LG,창원,1,10,-
2024,2024-05-01,18:30,한화,SSG,한밭,7,8,-
2024,2024-05-02,18:30,KIA,KT,광주,5,12,-
2024,2024-05-02,18:30,롯데,키움,사직,6,5,-
2024,2024-05-02,18:30,두산,삼성,잠실,2,4,-
2024,2024-05-02,18:30,NC,LG,창원,4,5,-
2024,2024-05-02,18:30,한화,SSG,한밭,3,4,-
2024,2024-05-03,18:30,KIA,한화,광주,2,4,-
2024,2024-05-03,18:30,삼성,롯데,대구,7,8,-
2024,2024-05-03,18:30,SSG,NC,문학,5,19,-
2024,2024-05-03,18:30,KT,키움,수원,2,1,-
2024,2024-05-03,18:30,LG,두산,잠실,4,6,-
2024,2024-05-04,17:00,KIA,한화,광주,10,2,-
2024,2024-05-04,17:00,삼성,롯데,대구,2,9,-
2024,2024-05-04,17:00,SSG,NC,문학,6,8,-
2024,2024-05-04,17:00,KT,키움,수원,6,2,-
2024,2024-05-04,14:00,LG,두산,잠실,2,3,-
2024,2024-05-05,14:00,KIA,한화,광주,,,우천취소
2024,2024-05-05,14:00,삼성,롯데,대구,,,우천취소
2024,2024-05-05,14:00,SSG,NC,문학,,,우천취소
2024,2024-05-05,14:00,KT,키움,수원,,,우천취소
2024,2024-05-05,14:00,LG,두산,잠실,,,우천취소
2024,2024-05-07,18:30,키움,두산,고척,4,13,-
2024,2024-05-07,18:30,삼성,KIA,대구,,,우천취소
2024,2024-05-07,18:30,롯데,한화,사직,,,우천취소
2024,2024-05-07,18:30,KT,NC,수원,,,그라운드사정
2024,2024-05-07,18:30,LG,SSG,잠실,2,4,-
2024,2024-05-08,18:30,키움,두산,고척,1,6,-
2024,2024-05-08,18:30,삼성,KIA,대구,2,4,-
2024,2024-05-08,18:30,롯데,한화,사직,6,1,-
2024,2024-05-08,18:30,KT,NC,수원,7,6,-
2024,2024-05-08,18:30,LG,SSG,잠실,8,5,-
2024,2024-05-09,18:30,키움,두산,고척,2,5,-
2024,2024-05-09,18:30,삼성,KIA,대구,5,2,-
2024,2024-05-09,18:30,롯데,한화,사직,18,5,-
2024,2024-05-09,18:30,KT,NC,수원,6,2,-
2024,2024-05-09,18:30,LG,SSG,잠실,3,1,-
2024,2024-05-10,18:30,KIA,SSG,광주,2,4,-
2024,2024-05-10,18:30,롯데,LG,사직,1,9,-
2024,2024-05-10,18:30,두산,KT,잠실,7,3,-
2024,2024-05-10,18:30,NC,삼성,창원,10,3,-
2024,2024-05-10,18:30,한화,키움,한밭,5,4,-
2024,2024-05-11,17:00,KIA,SSG,광주,,,우천취소
2024,2024-05-11,17:00,롯데,LG,사직,1,2,-
2024,2024-05-11,17:00,두산,KT,잠실,,,우천취소
2024,2024-05-11,17:00,NC,삼성,창원,2,3,-
2024,2024-05-11,14:00,한화,키움,한밭,1,7,-
2024,2024-05-12,14:00,KIA,SSG,광주,3,2,-
2024,2024-05-12,17:00,KIA,SSG,광주,6,10,-
2024,2024-05-12,14:00,롯데,LG,사직,4,6,-
2024,2024-05-12,14:00,두산,KT,잠실,12,4,-
2024,2024-05-12,17:00,두산,KT,잠실,8,4,-
2024,2024-05-12,14:00,NC,삼성,창원,2,7,-
2024,2024-05-12,14:00,한화,키움,한밭,8,3,-
2024,2024-05-14,18:30,KIA,두산,광주,5,8,-
2024,2024-05-14,18:30,SSG,삼성,문학,9,2,-
2024,2024-05-14,18:30,KT,롯데,수원,7,4,-
2024,2024-05-14,18:30,LG,키움,잠실,0,5,-
2024,2024-05-14,18:30,한화,NC,한밭,5,5,-
2024,2024-05-15,14:00,KIA,두산,광주,8,4,-
2024,2024-05-15,14:00,SSG,삼성,문학,,,우천취소
2024,2024-05-15,14:00,KT,롯데,수원,,,우천취소
2024,2024-05-15,14:00,LG,키움,잠실,,,우천취소
2024,2024-05-15,14:00,한화,NC,한밭,1,16,-
2024,2024-05-16,18:30,KIA,두산,광주,7,7,-
2024,2024-05-16,18:30,SSG,삼성,문학,4,12,-
2024,2024-05-16,18:30,KT,롯데,수원,0,2,-
2024,2024-05-16,18:30,LG,키움,잠실,5,6,-
2024,2024-05-16,18:30,한화,NC,한밭,3,4,-
2024,2024-05-17,18:30,키움,SSG,고척,4,5,-
2024,2024-05-17,18:30,삼성,한화,대구,7,5,-
2024,2024-05-17,18:30,KT,LG,수원,5,13,-
2024,2024-05-17,18:30,두산,롯데,잠실,1,5,-
2024,2024-05-17,18:30,NC,KIA,창원,4,7,-
2024,2024-05-18,17:00,키움,SSG,고척,0,3,-
2024,2024-05-18,17:00,삼성,한화,대구,9,8,-
2024,2024-05-18,17:00,KT,LG,수원,6,7,-
2024,2024-05-18,17:00,두산,롯데,잠실,8,3,-
2024,2024-05-18,17:00,NC,KIA,창원,2,7,-
2024,2024-05-19,14:00,키움,SSG,고척,10,3,-
2024,2024-05-19,14:00,삼성,한화,대구,2,12,-
2024,2024-05-19,14:00,KT,LG,수원,10,4,-
2024,2024-05-19,14:00,두산,롯데,잠실,3,3,-
2024,2024-05-19,14:00,NC,KIA,창원,1,2,-
2024,2024-05-21,18:30,키움,NC,고척,3,5,-
2024,2024-05-21,18:30,삼성,KT,대구,5,8,-
2024,2024-05-21,18:30,롯데,KIA,사직,6,1,-
2024,2024-05-21,18:30,두산,SSG,잠실,8,6,-
2024,2024-05-21,18:30,한화,LG,한밭,8,4,-
2024,2024-05-22,18:30,키움,NC,고척,3,4,-
2024,2024-05-22,18:30,삼성,KT,대구,3,1,-
2024,2024-05-22,18:30,롯데,KIA,사직,4,2,-
2024,2024-05-22,18:30,두산,SSG,잠실,3,1,-
2024,2024-05-22,18:30,한화,LG,한밭,7,5,-
2024,2024-05-23,18:30,키움,NC,고척,6,4,-
2024,2024-05-23,18:30,삼성,KT,대구,2,9,-
2024,2024-05-23,18:30,롯데,KIA,사직,10,6,-
2024,2024-05-23,18:30,두산,SSG,잠실,10,3,-
2024,2024-05-23,18:30,한화,LG,한밭,4,8,-
2024,2024-05-24,18:30,KIA,두산,광주,5,7,-
2024,2024-05-24,18:30,SSG,한화,문학,5,7,-
2024,2024-05-24,18:30,롯데,삼성,사직,5,11,-
2024,2024-05-24,18:30,KT,키움,수원,5,4,-
2024,2024-05-24,18:30,LG,NC,잠실,11,4,-
2024,2024-05-25,14:00,KIA,두산,광주,6,2,-
2024,2024-05-25,17:00,SSG,한화,문학,2,4,-
2024,2024-05-25,17:00,롯데,삼성,사직,7,6,-
2024,2024-05-25,17:00,KT,키움,수원,5,2,-
2024,2024-05-25,14:00,LG,NC,잠실,10,6,-
2024,2024-05-26,14:00,KIA,두산,광주,5,2,-
2024,2024-05-26,14:00,SSG,한화,문학,,,그라운드사정
2024,2024-05-26,14:00,롯데,삼성,사직,9,1,-
2024,2024-05-26,14:00,KT,키움,수원,,,우천취소
2024,2024-05-26,14:00,LG,NC,잠실,6,3,-
2024,2024-05-28,18:30,삼성,키움,대구,3,4,-
2024,2024-05-28,18:30,SSG,LG,문학,5,7,-
2024,2024-05-28,18:30,두산,KT,잠실,3,12,-
2024,2024-05-28,18:30,NC,KIA,창원,8,11,-
2024,2024-05-28,18:30,한화,롯데,한밭,12,3,-
2024,2024-05-29,18:30,삼성,키움,대구,5,11,-
2024,2024-05-29,18:30,SSG,LG,문학,4,13,-
2024,2024-05-29,18:30,두산,KT,잠실,12,6,-
2024,2024-05-29,18:30,NC,KIA,창원,3,6,-
2024,2024-05-29,18:30,한화,롯데,한밭,3,0,-
2024,2024-05-30,18:30,삼성,키움,대구,4,2,-
2024,2024-05-30,18:30,SSG,LG,문학,8,2,-
2024,2024-05-30,18:30,두산,KT,잠실,6,1,-
2024,2024-05-30,18:30,NC,KIA,창원,2,11,-
2024,2024-05-30,18:30,한화,롯데,한밭,15,0,-
2024,2024-05-31,18:30,키움,SSG,고척,2,4,-
2024,2024-05-31,18:30,KIA,KT,광주,5,8,-
2024,2024-05-31,18:30,삼성,한화,대구,8,6,-
2024,2024-05-31,18:30,롯데,NC,사직,13,5,-
2024,2024-05-31,18:30,두산,LG,잠실,3,6,-
2024,2024-06-01,17:00,키움,SSG,고척,0,9,-
2024,2024-06-01,17:00,KIA,KT,광주,4,2,-
2024,2024-06-01,17:00,삼성,한화,대구,6,4,-
2024,2024-06-01,17:00,롯데,NC,사직,2,4,-
2024,2024-06-01,17:00,두산,LG,잠실,5,8,-
2024,2024-06-02,14:00,키움,SSG,고척,2,6,-
2024,2024-06-02,17:00,KIA,KT,광주,3,11,-
2024,2024-06-02,17:00,삼성,한화,대구,1,0,-
2024,2024-06-02,17:00,롯데,NC,사직,13,4,-
2024,2024-06-02,14:00,두산,LG,잠실,1,9,-
2024,2024-06-04,18:30,KIA,롯데,광주,0,6,-
2024,2024-06-04,18:30,SSG,삼성,문학,1,3,-
2024,2024-06-04,18:30,KT,한화,수원,2,8,-
2024,2024-06-04,18:30,LG,키움,잠실,3,11,-
2024,2024-06-04,18:30,NC,두산,창원,1,4,-
2024,2024-06-05,18:30,KIA,롯데,광주,3,9,-
2024,2024-06-05,18:30,SSG,삼성,문학,7,3,-
2024,2024-06-05,18:30,KT,한화,수원,2,12,-
2024,2024-06-05,18:30,LG,키움,잠실,4,2,-
2024,2024-06-05,18:30,NC,두산,창원,3,4,-
2024,2024-06-06,14:00,KIA,롯데,광주,5,4,-
2024,2024-06-06,14:00,SSG,삼성,문학,4,0,-
2024,2024-06-06,17:00,KT,한화,수원,0,6,-
2024,2024-06-06,17:00,LG,키움,잠실,8,4,-
2024,2024-06-06,17:00,NC,두산,창원,4,8,-
2024,2024-06-07,18:30,키움,삼성,고척,7,5,-
2024,2024-06-07,18:30,롯데,SSG,사직,11,7,-
2024,2024-06-07,18:30,KT,LG,수원,7,8,-
2024,2024-06-07,18:30,두산,KIA,잠실,6,5,-
2024,2024-06-07,18:30,한화,NC,한밭,2,6,-
2024,2024-06-08,17:00,키움,삼성,고척,10,3,-
2024,2024-06-08,17:00,롯데,SSG,사직,,,우천취소
2024,2024-06-08,17:00,KT,LG,수원,2,8,-
2024,2024-06-08,17:00,두산,KIA,잠실,9,8,-
2024,2024-06-08,17:00,한화,NC,한밭,2,4,-
2024,2024-06-09,14:00,키움,삼성,고척,1,7,-
2024,2024-06-09,14:00,롯데,SSG,사직,1,5,-
2024,2024-06-09,17:00,롯데,SSG,사직,5,3,-
2024,2024-06-09,17:00,KT,LG,수원,11,2,-
2024,2024-06-09,17:00,두산,KIA,잠실,2,8,-
2024,2024-06-09,17:00,한화,NC,한밭,3,3,-
2024,2024-06-11,18:30,삼성,LG,대구,6,4,-
2024,2024-06-11,18:30,SSG,KIA,문학,7,6,-
2024,2024-06-11,18:30,롯데,키움,사직,2,5,-
2024,2024-06-11,18:30,두산,한화,잠실,1,6,-
2024,2024-06-11,18:30,NC,KT,창원,8,6,-
2024,2024-06-12,18:30,삼성,LG,대구,5,4,-
2024,2024-06-12,18:30,SSG,KIA,문학,7,13,-
2024,2024-06-12,18:30,롯데,키움,사직,9,2,-
2024,2024-06-12,18:30,두산,한화,잠실,3,4,-
2024,2024-06-12,18:30,NC,KT,창원,8,11,-
2024,2024-06-13,18:30,삼성,LG,대구,6,3,-
2024,2024-06-13,18:30,SSG,KIA,문학,7,1,-
2024,2024-06-13,18:30,롯데,키움,사직,18,10,-
2024,2024-06-13,18:30,두산,한화,잠실,9,6,-
2024,2024-06-13,18:30,NC,KT,창원,5,3,-
2024,2024-06-14,18:30,키움,두산,고척,4,6,-
2024,2024-06-14,18:30,KT,KIA,수원,1,11,-
2024,2024-06-14,18:30,LG,롯데,잠실,5,3,-
2024,2024-06-14,18:30,NC,삼성,창원,4,7,-
2024,2024-06-14,18:30,한화,SSG,한밭,4,11,-
2024,2024-06-15,17:00,키움,두산,고척,1,4,-
2024,2024-06-15,17:00,KT,KIA,수원,1,2,-
2024,2024-06-15,17:00,LG,롯데,잠실,8,9,-
2024,2024-06-15,17:00,NC,삼성,창원,6,4,-
2024,2024-06-15,17:00,한화,SSG,한밭,1,9,-
2024,2024-06-16,14:00,키움,두산,고척,8,2,-
2024,2024-06-16,17:00,KT,KIA,수원,1,3,-
2024,2024-06-16,17:00,LG,롯데,잠실,9,8,-
2024,2024-06-16,17:00,NC,삼성,창원,5,4,-
2024,2024-06-16,17:00,한화,SSG,한밭,4,1,-
2024,2024-06-18,18:30,KIA,LG,광주,11,4,-
2024,2024-06-18,18:30,삼성,SSG,대구,3,8,-
2024,2024-06-18,18:30,KT,롯데,수원,6,4,-
2024,2024-06-18,18:30,두산,NC,잠실,6,2,-
2024,2024-06-18,18:30,한화,키움,청주,3,0,-
2024,2024-06-19,18:30,KIA,LG,광주,5,7,-
2024,2024-06-19,18:30,삼성,SSG,대구,13,2,-
2024,2024-06-19,18:30,KT,롯데,수원,5,13,-
2024,2024-06-19,18:30,두산,NC,잠실,5,7,-
2024,2024-06-19,18:30,한화,키움,청주,14,11,-
2024,2024-06-20,18:30,KIA,LG,광주,6,5,-
2024,2024-06-20,18:30,삼성,SSG,대구,4,0,-
2024,2024-06-20,18:30,KT,롯데,수원,7,6,-
2024,2024-06-20,18:30,두산,NC,잠실,2,0,-
2024,2024-06-20,18:30,한화,키움,청주,0,7,-
2024,2024-06-21,18:30,키움,롯데,고척,5,2,-
2024,2024-06-21,18:30,KIA,한화,광주,8,3,-
2024,2024-06-21,18:30,삼성,두산,대구,7,4,-
2024,2024-06-21,18:30,SSG,NC,문학,2,3,-
2024,2024-06-21,18:30,LG,KT,잠실,2,3,-
2024,2024-06-22,17:00,키움,롯데,고척,1,6,-
2024,2024-06-22,17:00,KIA,한화,광주,,,우천취소
2024,2024-06-22,17:00,삼성,두산,대구,,,우천취소
2024,2024-06-22,17:00,SSG,NC,문학,12,4,-
2024,2024-06-22,17:00,LG,KT,잠실,,,우천취소
2024,2024-06-23,14:00,키움,롯데,고척,2,10,-
2024,2024-06-23,14:00,KIA,한화,광주,8,9,-
2024,2024-06-23,17:00,KIA,한화,광주,4,1,-
2024,2024-06-23,14:00,삼성,두산,대구,7,4,-
2024,2024-06-23,17:00,삼성,두산,대구,10,4,-
2024,2024-06-23,17:00,SSG,NC,문학,6,18,-
2024,2024-06-23,14:00,LG,KT,잠실,7,2,-
2024,2024-06-23,17:00,LG,KT,잠실,3,4,-
2024,2024-06-25,18:30,키움,NC,고척,6,5,-
2024,2024-06-25,18:30,SSG,KT,문학,1,6,-
2024,2024-06-25,18:30,롯데,KIA,사직,15,15,-
2024,2024-06-25,18:30,LG,삼성,잠실,4,0,-
2024,2024-06-25,18:30,한화,두산,한밭,5,4,-
2024,2024-06-26,18:30,키움,NC,고척,10,7,-
2024,2024-06-26,18:30,SSG,KT,문학,10,5,-
2024,2024-06-26,18:30,롯데,KIA,사직,6,4,-
2024,2024-06-26,18:30,LG,삼성,잠실,2,1,-
2024,2024-06-26,18:30,한화,두산,한밭,8,15,-
2024,2024-06-27,18:30,키움,NC,고척,9,7,-
2024,2024-06-27,18:30,SSG,KT,문학,8,16,-
2024,2024-06-27,18:30,롯데,KIA,사직,11,2,-
2024,2024-06-27,18:30,LG,삼성,잠실,1,2,-
2024,2024-06-27,18:30,한화,두산,한밭,8,3,-
2024,2024-06-28,18:30,KIA,키움,광주,6,17,-
2024,2024-06-28,18:30,롯데,한화,사직,6,4,-
2024,2024-06-28,18:30,KT,삼성,수원,5,4,-
2024,2024-06-28,18:30,두산,SSG,잠실,10,0,-
2024,2024-06-28,18:30,NC,LG,창원,8,2,-
2024,2024-06-29,17:00,KIA,키움,광주,,,우천취소
2024,2024-06-29,17:00,롯데,한화,사직,,,우천취소
2024,2024-06-29,17:00,KT,삼성,수원,,,우천취소
2024,2024-06-29,17:00,두산,SSG,잠실,0,6,-
2024,2024-06-29,17:00,NC,LG,창원,,,우천취소
2024,2024-06-30,14:00,KIA,키움,광주,,,우천취소
2024,2024-06-30,17:00,KIA,키움,광주,,,그라운드사정
2024,2024-06-30,14:00,롯데,한화,사직,,,우천취소
2024,2024-06-30,17:00,롯데,한화,사직,,,그라운드사정
2024,2024-06-30,14:00,KT,삼성,수원,2,2,-
2024,2024-06-30,17:00,KT,삼성,수원,2,1,-
2024,2024-06-30,17:00,두산,SSG,잠실,1,3,-
2024,2024-06-30,14:00,NC,LG,창원,,,우천취소
2024,2024-06-30,17:00,NC,LG,창원,6,9,-
2024,2024-07-02,18:30,키움,LG,고척,4,2,-
2024,2024-07-02,18:30,삼성,KIA,대구,5,9,-
2024,2024-07-02,18:30,두산,롯데,잠실,,,우천취소
2024,2024-07-02,18:30,NC,SSG,창원,,,우천취소
2024,2024-07-02,18:30,한화,KT,한밭,5,6,-
2024,2024-07-03,18:30,키움,LG,고척,4,1,-
2024,2024-07-03,18:30,삼성,KIA,대구,4,6,-
2024,2024-07-03,18:30,두산,롯데,잠실,13,8,-
2024,2024-07-03,18:30,NC,SSG,창원,4,1,-
2024,2024-07-03,18:30,한화,KT,한밭,2,3,-
2024,2024-07-04,18:30,키움,LG,고척,2,3,-
2024,2024-07-04,18:30,삼성,KIA,대구,3,8,-
2024,2024-07-04,18:30,두산,롯데,잠실,6,3,-
2024,2024-07-04,18:30,NC,SSG,창원,2,0,-
2024,2024-07-04,18:30,한화,KT,한밭,13,5,-
2024,2024-07-09,18:30,키움,한화,고척,5,3,-
2024,2024-07-09,18:30,삼성,NC,대구,,,우천취소
2024,2024-07-09,18:30,SSG,롯데,문학,7,4,-
2024,2024-07-09,18:30,KT,두산,수원,,,우천취소
2024,2024-07-09,18:30,LG,KIA,잠실,4,11,-
2024,2024-07-10,18:30,키움,한화,고척,0,7,-
2024,2024-07-10,18:30,삼성,NC,대구,15,6,-
2024,2024-07-10,18:30,SSG,롯데,문학,1,6,-
2024,2024-07-10,18:30,KT,두산,수원,7,6,-
2024,2024-07-10,18:30,LG,KIA,잠실,2,5,-
2024,2024-07-11,18:30,키움,한화,고척,5,4,-
2024,2024-07-11,18:30,삼성,NC,대구,6,4,-
2024,2024-07-11,18:30,SSG,롯데,문학,5,4,-
2024,2024-07-11,18:30,KT,두산,수원,1,12,-
2024,2024-07-11,18:30,LG,KIA,잠실,2,4,-
2024,2024-07-12,18:30,KIA,SSG,광주,6,14,-
2024,2024-07-12,18:30,롯데,KT,사직,4,5,-
2024,2024-07-12,18:30,두산,삼성,잠실,5,9,-
2024,2024-07-12,18:30,NC,키움,창원,9,2,-
2024,2024-07-12,18:30,한화,LG,한밭,6,0,-
2024,2024-07-13,18:00,KIA,SSG,광주,9,15,-
2024,2024-07-13,18:00,롯데,KT,사직,3,6,-
2024,2024-07-13,18:00,두산,삼성,잠실,8,4,-
2024,2024-07-13,18:00,NC,키움,창원,11,5,-
2024,2024-07-13,18:00,한화,LG,한밭,3,7,-
2024,2024-07-14,17:00,KIA,SSG,광주,13,4,-
2024,2024-07-14,17:00,롯데,KT,사직,,,우천취소
2024,2024-07-14,17:00,두산,삼성,잠실,2,6,-
2024,2024-07-14,17:00,NC,키움,창원,,,우천취소
2024,2024-07-14,17:00,한화,LG,한밭,4,8,-
2024,2024-07-16,18:30,키움,KT,고척,3,4,-
2024,2024-07-16,18:30,KIA,삼성,광주,,,그라운드사정
2024,2024-07-16,18:30,롯데,두산,울산,4,0,-
2024,2024-07-16,18:30,LG,SSG,잠실,,,우천취소
2024,2024-07-16,18:30,NC,한화,창원,,,우천취소
2024,2024-07-17,18:30,키움,KT,고척,2,9,-
2024,2024-07-17,18:30,KIA,삼성,광주,10,5,-
2024,2024-07-17,18:30,롯데,두산,울산,6,2,-
2024,2024-07-17,18:30,LG,SSG,잠실,12,9,-
2024,2024-07-17,18:30,NC,한화,창원,5,1,-
2024,2024-07-18,18:30,키움,KT,고척,8,12,-
2024,2024-07-18,18:30,KIA,삼성,광주,10,4,-
2024,2024-07-18,18:30,롯데,두산,울산,2,3,-
2024,2024-07-18,18:30,LG,SSG,잠실,,,우천취소
2024,2024-07-18,18:30,NC,한화,창원,4,3,-
2024,2024-07-19,18:30,삼성,롯데,대구,6,10,-
2024,2024-07-19,18:30,SSG,키움,문학,9,3,-
2024,2024-07-19,18:30,KT,NC,수원,6,0,-
2024,2024-07-19,18:30,LG,두산,잠실,16,7,-
2024,2024-07-19,18:30,한화,KIA,한밭,3,7,-
2024,2024-07-20,18:00,삼성,롯데,대구,21,4,-
2024,2024-07-20,18:00,SSG,키움,문학,,,우천취소
2024,2024-07-20,18:00,KT,NC,수원,,,우천취소
2024,2024-07-20,18:00,LG,두산,잠실,,,우천취소
2024,2024-07-20,18:00,한화,KIA,한밭,4,8,-
2024,2024-07-21,17:00,삼성,롯데,대구,6,5,-
2024,2024-07-21,17:00,SSG,키움,문학,2,7,-
2024,2024-07-21,17:00,KT,NC,수원,2,8,-
2024,2024-07-21,17:00,LG,두산,잠실,6,3,-
2024,2024-07-21,17:00,한화,KIA,한밭,7,8,-
2024,2024-07-23,18:30,KIA,NC,광주,8,1,-
2024,2024-07-23,18:30,롯데,LG,사직,1,2,-
2024,2024-07-23,18:30,KT,SSG,수원,,,우천취소
2024,2024-07-23,18:30,두산,키움,잠실,6,3,-
2024,2024-07-23,18:30,한화,삼성,한밭,6,5,-
2024,2024-07-24,18:30,KIA,NC,광주,7,0,-
2024,2024-07-24,18:30,롯데,LG,사직,,,그라운드사정
2024,2024-07-24,18:30,KT,SSG,수원,5,3,-
2024,2024-07-24,18:30,두산,키움,잠실,7,4,-
2024,2024-07-24,18:30,한화,삼성,한밭,3,2,-
2024,2024-07-25,18:30,KIA,NC,광주,4,7,-
2024,2024-07-25,18:30,롯데,LG,사직,6,9,-
2024,2024-07-25,18:30,KT,SSG,수원,4,2,-
2024,2024-07-25,18:30,두산,키움,잠실,1,6,-
2024,2024-07-25,18:30,한화,삼성,한밭,,,우천취소
2024,2024-07-26,18:30,키움,KIA,고척,5,4,-
2024,2024-07-26,18:30,삼성,KT,대구,1,4,-
2024,2024-07-26,18:30,SSG,두산,문학,6,1,-
2024,2024-07-26,18:30,LG,한화,잠실,,,우천취소
2024,2024-07-26,18:30,NC,롯데,창원,9,2,-
2024,2024-07-27,18:00,키움,KIA,고척,6,5,-
2024,2024-07-27,18:00,삼성,KT,대구,3,2,-
2024,2024-07-27,18:00,SSG,두산,문학,4,3,-
2024,2024-07-27,18:00,LG,한화,잠실,,,우천취소
